"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Amazon.Rating","Deliciousness.Rating"
"1520","Soma","Camino Verde P., Balao, Guayas",1307,2014,"80%","Canada",3.5,"Forastero (Nacional)","Ecuador",1,1
"1521","Soma","Espiritu Santo, 'Smoke Monster'",1307,2014,"70%","Canada",3.75,"Forastero (Amelonado)","Vanuatu",3,-1
"1522","Soma","Little Big Man",1339,2014,"70%","Canada",3.25,"Blend","Madagascar & Ecuador",-1,-1
"1523","Soma","Rizek Cacao, Domin. Rep.",1019,2013,"77%","Canada",3.75,"Trinitario","Dominican Republic",3,1
"1524","Soma","Java",1030,2013,"70%","Canada",3.25,"Criollo","Indonesia",5,0
"1525","Soma","Apurimac, El Quinacho Co-op",1073,2013,"70%","Canada",2.75,"Criollo","Peru",4,-1
"1526","Soma","Sangre Grande P., Trinidad",1073,2013,"70%","Canada",3.75,"Trinitario","Trinidad",2,0
"1527","Soma","Chef's Blend",1077,2013,"70%","Canada",3.25," "," ",5,0
"1528","Soma","Patanemo",1077,2013,"70%","Canada",3.75,"Criollo","Venezuela",2,1
"1529","Soma","Crazy 88",1077,2013,"88%","Canada",4," ","Guat., D.R., Peru, Mad., PNG",1,0
"1530","Soma","Maracaibo, El Vigia",1077,2013,"70%","Canada",4,"Criollo","Venezuela",5,0
"1531","Soma","Equator",1081,2013,"67%","Canada",4," ","Peru, Dom. Rep",4,0
"1532","Soma","Orinoco",1173,2013,"70%","Canada",3.25,"Forastero","Venezuela",1,1
"1533","Soma","Bachelor's Hall E., St. Thomas Parish",1177,2013,"70%","Canada",4,"Trinitario","Jamaica",4,-1
"1534","Soma","Noula Coop",817,2012,"70%","Canada",3.25," ","Haiti",4,-1
"1535","Soma","O'ahu",833,2012,"70%","Canada",3.75," ","Hawaii",1,1
"1536","Soma","Dual Origins, Sambirano, Elvesia",867,2012,"70%","Canada",4,"Blend","Dom. Rep., Madagascar",5,0
"1537","Soma","Dancing in Your Head, 5 bean blend",867,2012,"70%","Canada",4,"Blend","Gre., PNG, Haw., Haiti, Mad",5,-1
"1538","Soma","Cahabon Region",951,2012,"70%","Canada",3.5,"Trinitario","Guatemala",5,-1
"1539","Soma","Carenero Superior",951,2012,"70%","Canada",3.75,"Trinitario","Venezuela",4,-1
"1540","Soma","Eastern Promises",967,2012,"70%","Canada",3.5,"Blend","Mad., Java, PNG",1,1
"1541","Soma","Papua New Guinea",983,2012,"85%","Canada",3.5,"Trinitario","Papua New Guinea",1,-1
"1542","Soma","Grenada, Black Science",676,2011,"70%","Canada",2.75,"Trinitario","Grenada",0,0
"1543","Soma","Alto Beni, Wild Bolivian",676,2011,"70%","Canada",3.5,"Nacional","Bolivia",2,0
"1544","Soma","Peruvian",676,2011,"64%","Canada",4," ","Peru",-1,1
"1545","Soma","Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,"70%","Canada",4,"","Ven, Bolivia, D.R.",-1,1
"1546","Soma","Elvesia P., Black Science",682,2011,"70%","Canada",3.75,"Forastero","Dominican Republic",0,-1
"1547","Soma","Chuao",688,2011,"70%","Canada",3.5,"Criollo","Venezuela",-1,-1
"1548","Soma","Black Science Blend 1",607,2010,"70%","Canada",3.75,"Trinitario, Nacional","DR, Ecuador, Peru",4,0
"1549","Soma","Hispaniola",377,2009,"70%","Canada",3,"Forastero","Dominican Republic",-1,0
"1550","Soma","Africa",377,2009,"70%","Canada",3.5,"Forastero","Ghana",3,-1
"1551","Soma","Conacado",387,2009,"70%","Canada",3,"Trinitario","Dominican Republic",4,-1
"1552","Soma","Papua New Guinea",387,2009,"70%","Canada",3.5,"Trinitario","Papua New Guinea",0,0
"1553","Soma","Madagascar",387,2009,"70%","Canada",3.75,"Criollo","Madagascar",3,0
"1554","Soma","Ocumare",387,2009,"70%","Canada",3.75,"Criollo","Venezuela",0,0
"1555","Somerville","Nicaragua",1367,2014,"70%","U.S.A.",3.25," ","Nicaragua",4,-1
"1556","Somerville","Hawaiian, Big Island",1395,2014,"70%","U.S.A.",3.5," ","Hawaii",3,-1
"1557","Soul","Dominican Republic",1932,2017,"70%","Canada",3.25," ","Dominican Republic",1,-1
"1558","Soul","Madagascar",1936,2017,"70%","Canada",3.5," ","Madagascar",5,1
"1559","Soul","Venezuela",1936,2017,"75%","Canada",3.5," ","Venezuela",5,-1
"1560","Soul","Ecuador",1936,2017,"75%","Canada",3.25," ","Ecuador",2,-1
"1561","Soul","Papua New Guinea",1936,2017,"77%","Canada",3.25," ","Papua New Guinea",1,-1
"1562","Soul","Tanzania",1940,2017,"80%","Canada",3.5," ","Tanzania",4,-1
"1563","Spagnvola","AgroCriso Plantation",793,2012,"70%","U.S.A.",3," ","Dominican Republic",2,1
"1564","Spagnvola","AgroCriso Plantation",793,2012,"80%","U.S.A.",3," ","Dominican Republic",-1,0
"1565","Spagnvola","AgroCriso Plantation",793,2012,"75%","U.S.A.",3.25," ","Dominican Republic",5,1
"1566","Spencer","Dominican Republic",1932,2017,"70%","U.S.A.",3.75," ","Dominican Republic",4,1
"1567","Spencer","Ecuador",1932,2017,"70%","U.S.A.",3.5," ","Ecuador",-1,-1
"1568","Spencer","Peru",1932,2017,"70%","U.S.A.",2.75," ","Peru",-1,-1
"1569","Spencer","Dominican Republic, lot D82R",1792,2016,"70%","Australia",3.5," ","Domincan Republic",-1,-1
"1570","Spencer","Ecuador, lot E432314L",1792,2016,"70%","Australia",3.75," ","Ecuador",0,1
"1571","Spencer","Madagascar, lot M0403R",1792,2016,"70%","Australia",3.75," ","Madagascar",5,-1
"1572","Spencer","Malekula Island",1434,2014,"72%","Australia",2.75,"Trinitario","Vanuatu",-1,0
"1573","Sprungli (Felchlin)","Alto Beni",1057,2013,"70%","Switzerland",3,"Criollo","Bolivia",-1,-1
"1574","SRSLY","Dominican Republic",1113,2013,"70%","U.S.A.",3," ","Dominican Republic",1,-1
"1575","SRSLY","Dominican Republic",1121,2013,"84%","U.S.A.",2.25," ","Dominican Republic",3,1
"1576","Starchild","Bolivar, Arriba",1634,2015,"70%","U.S.A.",3,"Forastero (Nacional)","Ecuador",3,1
"1577","Starchild","Hispaniola",1692,2015,"70%","U.S.A.",3," ","Domincan Republic",1,0
"1578","Starchild","Cacao Verapaz",1692,2015,"70%","U.S.A.",3," ","Guatemala",4,0
"1579","Starchild","Rio Tuma",1692,2015,"70%","U.S.A.",3,"Trinitario (Amelonado)","Nicaragua",-1,1
"1580","Starchild","Sambirano Valley",1696,2015,"70%","U.S.A.",3,"Trinitario","Madagascar",1,1
"1581","Stella (aka Bernrain)","Bahia, Agri-Forestal Plantation, 2010",859,2012,"68%","Switzerland",2.75,"Trinitario","Brazil",-1,1
"1582","Stella (aka Bernrain)","India",729,2011,"72%","Switzerland",3.25," ","India",5,0
"1583","Stone Grindz","Ecuador, Midnight Dark",1291,2014,"84%","U.S.A.",3.5," ","Ecuador",4,1
"1584","Stone Grindz","Ecuador, Twilght Dark",1291,2014,"70%","U.S.A.",3.5," ","Ecuador",-1,-1
"1585","StRita Supreme","Samar, East Visayas region",939,2012,"65%","U.S.A.",2.5," ","Philippines",-1,1
"1586","StRita Supreme","Samar, East Visayas region",943,2012,"70%","U.S.A.",2.5," ","Philippines",2,1
"1587","StRita Supreme","Samar, East Visayas region",943,2012,"75%","U.S.A.",2.75," ","Philippines",-1,-1
"1588","Sublime Origins","Sambirano",1157,2013,"67%","U.S.A.",2.75,"Trinitario","Madagascar",3,0
"1589","Sublime Origins","Moho Valley",1157,2013,"78%","U.S.A.",3.25,"Trinitario","Belize",-1,0
"1590","Summerbird","Peru",1800,2016,"61%","Denmark",2.5,"Criollo, Trinitario","Peru",5,1
"1591","Summerbird","Peru",1800,2016,"71%","Denmark",3,"Criollo, Trinitario","Peru",1,1
"1592","Suruca Chocolate","Venezuela",1796,2016,"70%","Venezuela",2.75," ","Venezuela",5,-1
"1593","Suruca Chocolate","Venezuela",1796,2016,"60%","Venezuela",3," ","Venezuela",1,1
"1594","Svenska Kakaobolaget","Sri Lanka",1618,2015,"70%","Sweden",2.75,"Criollo, Trinitario","Sri Lanka",4,0
"1595","Szanto Tibor","Nacional",1668,2015,"70%","Hungary",3.25," ","Ecuador",3,-1
"1596","Szanto Tibor","Baracoa",1704,2015,"88%","Hungary",3.25,"Trinitario","Cuba",2,1
"1597","Szanto Tibor","Ambolikapiky",1704,2015,"70%","Hungary",3.25,"Trinitario","Madagascar",1,1
"1598","Szanto Tibor","Winak, Sumaco",1704,2015,"70%","Hungary",3.75,"Forastero (Nacional)","Ecuador",3,0
"1599","Szanto Tibor","Ben Tre, Mekong Delta",1708,2015,"70%","Hungary",3.25,"Trinitario","Vietnam",2,0
"1600","Szanto Tibor","Fazenda Sempre Firme, Bahia",1708,2015,"70%","Hungary",3.5,"Forastero (Parazinho)","Brazil",1,-1
"1601","Szanto Tibor","Porcelana",1263,2014,"70%","Hungary",3.5,"Criollo","Venezuela",3,0
"1602","Szanto Tibor","Baracoa",1263,2014,"70%","Hungary",3.75,"Trinitario","Cuba",5,1
"1603","Szanto Tibor","Autumn, Primary Harvest, 2012",1185,2013,"70%","Hungary",3.5,"Criollo","Madagascar",0,-1
"1604","Szanto Tibor","Spring, Secondary Harvest, 2012",1185,2013,"70%","Hungary",3.5,"Criollo","Madagascar",4,-1
"1605","Szanto Tibor","Cacao Blanco",1193,2013,"70%","Hungary",3.25," ","Nicaragua",2,-1
"1606","Szanto Tibor","Santo Domingo",939,2012,"70%","Hungary",3.25," ","Dominican Republic",1,1
"1607","Szanto Tibor","Millot Plantation",939,2012,"70%","Hungary",3.25," ","Madagascar",0,0
"1608","Szanto Tibor","Ayacucho, ""El Guinacho""",939,2012,"70%","Hungary",3.75," ","Peru",3,0
"1609","Szanto Tibor","Crudo",761,2011,"70%","Hungary",3," ","Venezuela",5,-1
"1610","Tabal","Costa Rica",1101,2013,"70%","U.S.A.",2.75," ","Costa Rica",2,0
"1611","Tabal","Dominican Republic",1101,2013,"70%","U.S.A.",2.75," ","Dominican Republic",-1,0
"1612","Tabal","Chiapas, Lacandon Jungle",1105,2013,"70%","U.S.A.",2.5," ","Mexico",-1,1
"1613","Tabal","Peru",1105,2013,"70%","U.S.A.",3," ","Peru",1,1
"1614","Tablette (aka Vanillabeans)","Colombia",1450,2015,"70%","Japan",3," ","Colombia",0,-1
"1615","Tablette (aka Vanillabeans)","Papua",1450,2015,"62%","Japan",3.25," ","Papua New Guinea",4,1
"1616","Tablette (aka Vanillabeans)","Vietnam",1450,2015,"60%","Japan",3.25,"Trinitario","Vietnam",0,-1
"1617","Tablette (aka Vanillabeans)","Trinidad",1680,2015,"77%","Japan",2.75,"Trinitario","Trinidad",3,-1
"1618","Tan Ban Skrati","Paramaribo, batch 20160043-01",1868,2016,"70%","Suriname",3.25,"Trinitario","Suriname",5,0
"1619","Taza","Belize",1271,2014,"68%","U.S.A.",3,"Trinitario","Belize",-1,0
"1620","Taza","Alto Beni",785,2011,"87%","U.S.A.",3.25," ","Bolivia",2,-1
"1621","Taza","Chiapan",451,2009,"75%","U.S.A.",2.75," ","Mexico",1,-1
"1622","Taza","Dark, Stone Ground",180,2007,"70%","U.S.A.",3," ","Dominican Republic",-1,0
"1623","TCHO","West Africa",1716,2016,"62%","U.S.A.",2,"Forastero","West Africa",5,1
"1624","TCHO","Peru- Ecuador",915,2012,"99%","U.S.A.",3.25," ","Peru, Ecuador",4,-1
"1625","TCHO","TCHOPro 60.5",387,2009,"60%","U.S.A.",2.75," "," ",-1,0
"1626","TCHO","TCHOPro 68",387,2009,"68%","U.S.A.",3," "," ",0,1
"1627","TCHO","Chocolatey-beta",199,2008,"70%","U.S.A.",2.5,"Forastero","Ghana",3,0
"1628","TCHO","Fruity-beta",280,2008,"70%","U.S.A.",2.5," ","Peru",-1,-1
"1629","TCHO","Citrus-beta",280,2008,"70%","U.S.A.",2.75," ","Madagascar",0,0
"1630","TCHO","Nutty-beta",284,2008,"70%","U.S.A.",2.5," ","Peru",3,1
"1631","Tejas","Concepcion",801,2012,"70%","U.S.A.",2.75," ","Madagascar",4,1
"1632","Tejas","Bayou Blend",801,2012,"70%","U.S.A.",3,"Blend","Ecuador, Mad., PNG",1,0
"1633","Tejas","Aranama",805,2012,"70%","U.S.A.",3," ","Papua New Guinea",1,-1
"1634","Tejas","Presidio",805,2012,"70%","U.S.A.",3.5," ","Dominican Republic",4,1
"1635","Tejas","La Bahia, w/ cane juice",817,2012,"70%","U.S.A.",3.25," ","Ecuador",3,1
"1636","Tejas","Capistrano",821,2012,"70%","U.S.A.",2," ","Peru",1,0
"1637","Tejas","La Bahia, w/ cane sugar",825,2012,"70%","U.S.A.",3.25," ","Ecuador",1,1
"1638","Tejas","San Jose",829,2012,"70%","U.S.A.",2.75," ","Bolivia",2,0
"1639","Tejas","Capistrano*",829,2012,"70%","U.S.A.",3," ","Madagascar",2,1
"1640","Tejas","Espada",833,2012,"70%","U.S.A.",3.25," ","Mexico",2,0
"1641","Tejas","Espada",967,2012,"70%","U.S.A.",2.75," ","Brazil",5,0
"1642","Tejas","Concepcion*",971,2012,"80%","U.S.A.",3," ","Venezuela",4,-1
"1643","Tejas","San Jose",971,2012,"67%","U.S.A.",3.25," ","Bolivia",1,-1
"1644","Tejas","Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,"70%","U.S.A.",3.5,"Forastero (Parazinho)","Brazil",5,-1
"1645","Terroir","Peru",1478,2015,"70%","U.S.A.",2.75," ","Peru",3,1
"1646","Terroir","Belize",1478,2015,"70%","U.S.A.",3.75,"Trinitario","Belize",3,-1
"1647","Terroir","Madagascar",1478,2015,"70%","U.S.A.",3.75,"Trinitario","Madagascar",-1,1
"1648","Terroir","Ecuador",1482,2015,"70%","U.S.A.",3.25," ","Ecuador",0,-1
"1649","Terroir","Oko Caribe",1554,2015,"70%","U.S.A.",3.5," ","Domincan Republic",0,1
"1650","Terroir","Guatemala",1558,2015,"70%","U.S.A.",3.75,"Trinitario","Guatemala",-1,-1
"1651","Terroir","Ecuador",1323,2014,"77%","U.S.A.",3.25," ","Ecuador",0,1
"1652","Terroir","Madagascar",1323,2014,"67%","U.S.A.",3.75,"Trinitario","Madagascar",4,1
"1653","Terroir","Uganda",1323,2014,"73%","U.S.A.",3.75,"Forastero","Uganda",4,1
"1654","The Barn","Peru",1614,2015,"70%","Sweden",3," ","Peru",5,0
"1655","Theo","Congo w/ nibs",903,2012,"65%","U.S.A.",3.25,"Forastero","Congo",2,1
"1656","Theo","Madagascar",162,2007,"65%","U.S.A.",3.5,"Trinitario","Madagascar",1,1
"1657","Theo","Ivory Coast",184,2007,"75%","U.S.A.",2.5," ","Ivory Coast",0,1
"1658","Theo","Ghana, Kumasi",184,2007,"84%","U.S.A.",3,"Forastero","Ghana",-1,1
"1659","Theo","Venezuela; Barinos, Merida, Tachron",188,2007,"91%","U.S.A.",2,"Blend","Venezuela",5,0
"1660","Theo","Ghana, Panama, Ecuador",188,2007,"75%","U.S.A.",3,"Blend","Ghana, Panama, Ecuador",2,-1
"1661","Theobroma","Piura Select, Cacao Blanc",1684,2015,"70%","Japan",3.25," ","Peru",2,0
"1662","Timo A. Meyer","Belize, med roast",1836,2016,"72%","Germany",3.75,"Trinitario, TCGA","Belize",1,0
"1663","To'ak (Ecuatoriana)","Manabi",1418,2014,"81%","Ecuador",3.25,"Forastero (Nacional)","Ecuador",3,1
"1664","Tobago Estate (Pralus)","Roxborough, Tobago",895,2012,"70%","France",4,"Trinitario","Tobago",0,0
"1665","Tocoti","Wild Bolivian, Jungle Love",927,2012,"77%","U.S.A.",3,"Criollo","Bolivia",1,0
"1666","Tocoti","Venezuela",789,2011,"72%","U.S.A.",2.75," ","Venezuela",5,1
"1667","Tocoti","Dominican Republic",789,2011,"74%","U.S.A.",3," ","Dominican Republic",3,0
"1668","Treehouse","Conacado",1239,2014,"72%","U.S.A.",3," ","Dominican Republic",3,0
"1669","Tsara (Cinagra)","Ambanja, Tsara Valley",753,2011,"72%","Madagascar",3.5," ","Madagascar",2,1
"1670","twenty-four blackbirds","Oko Caribe",1700,2015,"75%","U.S.A.",2.75," ","Domincan Republic",5,0
"1671","twenty-four blackbirds","Cedeno, lot 271",1700,2015,"75%","U.S.A.",3.5," ","Ecuador",3,0
"1672","twenty-four blackbirds","Madagascar",1235,2014,"75%","U.S.A.",3.5,"Trinitario","Madagascar",4,0
"1673","twenty-four blackbirds","Dominican Republic",1022,2013,"68%","U.S.A.",3.25," ","Dominican Republic",0,0
"1674","twenty-four blackbirds","Palos Blancos",1026,2013,"75%","U.S.A.",2.5," ","Bolivia",3,0
"1675","twenty-four blackbirds","Dominican Republic",753,2011,"73%","U.S.A.",2.75," ","Dominican Republic",0,-1
"1676","Two Ravens","Peru",1740,2016,"60%","U.S.A.",3,"Criollo","Peru",4,-1
"1677","Un Dimanche A Paris","Dominican Republic",709,2011,"63%","France",3.75," ","Dominican Republic",1,0
"1678","Undone","Matagalpa",1438,2014,"74%","U.S.A.",2.75," ","Nicaragua",1,0
"1679","Undone","Nourish",1438,2014,"70%","U.S.A.",3," ","Dominican Republic",-1,1
"1680","Upchurch","Madagascar, Sassy Bar",1752,2016,"72%","U.S.A.",3,"Trinitario","Madagascar",1,-1
"1681","Upchurch","Tanzania, Party Bar",1752,2016,"72%","U.S.A.",3.25," ","Tanzania",4,-1
"1682","Urzi","Sur del Lago, Merida",1327,2014,"65%","Italy",3.25,"Trinitario","Venezuela",4,0
"1683","Valrhona","Piura, Illanka, Quemazon",1510,2015,"63%","France",4," ","Peru",5,-1
"1684","Valrhona","Andoa, Grand Cru blend",1145,2013,"70%","France",3.5," "," ",3,1
"1685","Valrhona","Loma Sotavento, 2013",1153,2013,"64%","France",3.5," ","Dominican Republic",3,-1
"1686","Valrhona","Otucan, Grand Cru",931,2012,"69%","France",4," ","Venezuela",2,0
"1687","Valrhona","Caraque",709,2011,"56%","France",3.25," "," ",2,-1
"1688","Valrhona","Porcelana, Pedegral",757,2011,"64%","France",4,"Criollo","Venezuela",1,-1
"1689","Valrhona","Tainori",327,2009,"64%","France",3.75," ","Dominican Republic",-1,1
"1690","Valrhona","Alpaco",370,2009,"66%","France",3.75," ","Ecuador",1,1
"1691","Valrhona","Nyangbo",395,2009,"68%","France",3.5,"Forastero","Ghana",0,1
"1692","Valrhona","Araguani",117,2007,"72%","France",3,"Blend","Venezuela, Carribean",5,0
"1693","Valrhona","Chuao 2002 P.",129,2007,"65%","France",3.75,"Trinitario","Venezuela",2,0
"1694","Valrhona","Manjari",129,2007,"64%","France",4,"Criollo, Trinitario","Madagascar",5,0
"1695","Valrhona","Le Noir Extra Amer",147,2007,"85%","France",1.5," "," ",4,-1
"1696","Valrhona","Abinao",153,2007,"85%","France",2.5,"Forastero","West Africa",-1,0
"1697","Valrhona","Le Noir Amer",157,2007,"71%","France",2.75,"Forastero","West Africa",5,1
"1698","Valrhona","Porcelana, Maracaibo, Palmira P. 2006",162,2007,"64%","France",3.25,"Criollo (Porcelana)","Venezuela",2,1
"1699","Valrhona","Caraibe",63,2006,"66%","France",3,"Trinitario","Carribean",5,1
"1700","Valrhona","Guanaja",63,2006,"70%","France",4,"Criollo, Trinitario","South America",4,1
"1701","Valrhona","Gran Couva 2005 P.",75,2006,"64%","France",2.5,"Trinitario","Trinidad",4,-1
"1702","Valrhona","Porcelana, Maracaibo, Palmira P. 2005",75,2006,"64%","France",3,"Criollo (Porcelana)","Venezuela",3,1
"1703","Valrhona","Sambirano, Ampamakia 2005, Millot P.",75,2006,"64%","France",3.5,"Trinitario","Madagascar",5,1
"1704","Vanleer (Barry Callebaut)","Manhattan",963,2012,"72%","U.S.A.",2.5,"Forastero","Ghana",1,0
"1705","Vanleer (Barry Callebaut)","Napa",963,2012,"65%","U.S.A.",2.75,"Forastero","Ghana",1,1
"1706","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"72%","Madagascar",2.75,"Trinitario","Madagascar",4,-1
"1707","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"76%","Madagascar",2.75,"Trinitario","Madagascar",4,1
"1708","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"80%","Madagascar",2.75,"Trinitario","Madagascar",5,0
"1709","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"70%","Madagascar",3,"Trinitario","Madagascar",2,-1
"1710","Vao Vao (Chocolaterie Robert)","Madagascar w/ nibs",404,2009,"68%","Madagascar",3,"Trinitario","Madagascar",5,1
"1711","Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,"64%","Madagascar",3.25,"Trinitario","Madagascar",2,0
"1712","Vicuna","Palos Blancos",1470,2015,"70%","U.S.A.",3.25," ","Bolivia",5,0
"1713","Vicuna","Palos Blancos + nibs",1470,2015,"70%","U.S.A.",3.25," ","Bolivia",1,0
"1714","Videri","Dominican Republic",1211,2014,"90%","U.S.A.",3.25," ","Dominican Republic",2,0
"1715","Videri","Trinidad",1211,2014,"75%","U.S.A.",3.5,"Trinitario","Trinidad",5,1
"1716","Videri","Mindo",1227,2014,"75%","U.S.A.",3.5," ","Ecuador",2,-1
"1717","Videri","Dark",1117,2013,"90%","U.S.A.",3.75," ","Central and S. America",3,1
"1718","Videri","Classic",991,2012,"70%","U.S.A.",3.25," ","Central and S. America",5,1
"1719","Vietcacao (A. Morin)","Ben Tre, Mekong Delta, MoCay",951,2012,"70%","France",3.5,"Trinitario","Vietnam",-1,0
"1720","Vintage Plantations","San Martin",1205,2014,"75%","U.S.A.",3," ","Peru",5,1
"1721","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"100%","U.S.A.",2,"Forastero (Arriba)","Ecuador",2,1
"1722","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"90%","U.S.A.",2,"Forastero (Arriba)","Ecuador",0,-1
"1723","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,"75%","U.S.A.",3,"Forastero (Arriba)","Ecuador",2,-1
"1724","Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2007",153,2007,"65%","U.S.A.",3,"Forastero (Arriba)","Ecuador",3,1
"1725","Violet Sky","Sambirano Valley",1458,2015,"77%","U.S.A.",2.75,"Trinitario","Madagascar",2,1
"1726","Violet Sky","Moho River Valley",1458,2015,"77%","U.S.A.",3,"Criollo, Trinitario","Belize",2,1
"1727","Violet Sky","Cuyagua",1458,2015,"77%","U.S.A.",3,"Criollo","Venezuela",1,-1
"1728","Violet Sky","Peru",1458,2015,"77%","U.S.A.",3.25,"Criollo, Trinitario","Peru",1,0
"1729","Violet Sky","Cahabon",1502,2015,"77%","U.S.A.",2.75,"Trinitario","Guatemala",2,1
"1730","Vivra","Peru",1720,2016,"70%","U.S.A.",2.5," ","Peru",3,1
"1731","Vivra","Ocumare",1720,2016,"70%","U.S.A.",2.5," ","Venezuela",3,1
"1732","Vivra","Dominican Republic",1724,2016,"70%","U.S.A.",3," ","Domincan Republic",3,-1
"1733","Wellington Chocolate Factory","Conacado",1756,2016,"70%","New Zealand",3.5,"Trinitario","Dominican Republic",1,-1
"1734","Wellington Chocolate Factory","Piura Blanco, Norandino",1756,2016,"70%","New Zealand",3.5," ","Peru",4,1
"1735","Whittakers","Ghana",733,2011,"72%","New Zealand",2.5,"Forastero","Ghana",0,-1
"1736","Wilkie's Organic","Amazonas",1169,2013,"75%","Ireland",2.5,"Criollo","Peru",3,0
"1737","Wilkie's Organic","Amazonas",1169,2013,"89%","Ireland",2.75,"Criollo","Peru",3,-1
"1738","Wilkie's Organic","Tumbes",1169,2013,"75%","Ireland",3.25,"Criollo","Peru",5,1
"1739","Wilkie's Organic","Amazonas w/ nibs",1173,2013,"75%","Ireland",2.75,"Criollo","Peru",0,0
"1740","Willie's Cacao","Los Llanos",1848,2016,"70%","U.K.",4," ","Colombia",5,1
"1741","Willie's Cacao","Los Llanos",1227,2014,"88%","U.K.",3,"Trinitario","Colombia",1,0
"1742","Willie's Cacao","Java, Indonesian Black",1109,2013,"100%","U.K.",2.25," ","Indonesia",2,0
"1743","Willie's Cacao","Sambirano",593,2010,"71%","U.K.",3,"Trinitario","Madagascar",-1,1
"1744","Willie's Cacao","Hacienda Las Trincheras",593,2010,"72%","U.K.",3.5," ","Venezuela",1,0
"1745","Willie's Cacao","Java",593,2010,"69%","U.K.",3.75," ","Indonesia",2,1
"1746","Willie's Cacao","San Martin",457,2009,"70%","U.K.",3," ","Peru",-1,-1
"1747","Willie's Cacao","Rio Caribe",457,2009,"72%","U.K.",3.25,"Trinitario","Venezuela",5,1
"1748","Wm","Guasare, Zulia Prov., 2015, batch 124",1912,2016,"74%","U.S.A.",3,"Criollo","Venezuela",5,0
"1749","Wm","Wild Beniano, 2016, batch 128, Heirloom",1912,2016,"76%","U.S.A.",3.5," ","Bolivia",-1,1
"1750","Wm","Ghana, 2013, batch 129",1916,2016,"75%","U.S.A.",3.75," ","Ghana",5,-1
"1751","Woodblock","Maranon, Cajamarca",1243,2014,"70%","U.S.A.",3,"Forastero (Nacional)","Peru",1,0
"1752","Woodblock","Camino Verde P., Balao, Guayas",1042,2013,"70%","U.S.A.",3.25," ","Ecuador",5,1
"1753","Woodblock","Gran Couva",1042,2013,"70%","U.S.A.",3.5,"Trinitario","Trinidad",5,0
"1754","Woodblock","Ecuador",825,2012,"70%","U.S.A.",2.5," ","Ecuador",4,1
"1755","Woodblock","Costa Rica",825,2012,"70%","U.S.A.",3," ","Costa Rica",0,-1
"1756","Woodblock","Sambirano",951,2012,"70%","U.S.A.",3.25,"Trinitario","Madagascar",4,-1
"1757","Woodblock","Ocumare",741,2011,"70%","U.S.A.",4," ","Venezuela",0,0
"1758","Woodblock","La Red",769,2011,"70%","U.S.A.",3.5," ","Dominican Republic",0,0
"1759","Xocolat","Hispaniola",1057,2013,"66%","Domincan Republic",3," ","Dominican Republic",1,-1
"1760","Xocolla","Sambirano, batch 170102",1948,2017,"70%","U.S.A.",2.75," ","Madagascar",3,-1
"1761","Xocolla","Hispaniola, batch 170104",1948,2017,"70%","U.S.A.",2.5," ","Dominican Republic",-1,0
"1762","Zak's","Papua New Guinea, Batch 2",1574,2015,"70%","U.S.A.",3," ","Papua New Guinea",2,1
"1763","Zak's","Dominican Republic, Batch D2",1578,2015,"70%","U.S.A.",3.25," ","Domincan Republic",0,-1
"1764","Zak's","Madagascar, Batch 2",1578,2015,"70%","U.S.A.",3.25,"Trinitario","Madagascar",2,-1
"1765","Zak's","Peru, Batch 1",1578,2015,"70%","U.S.A.",3.25," ","Peru",2,0
"1766","Zak's","Belize, Batch 2",1578,2015,"70%","U.S.A.",3.5,"Trinitario","Belize",5,0
"1767","Zak's","House Blend, Batch 2",1582,2015,"60%","U.S.A.",3," "," ",4,-1
"1768","Zart Pralinen","Millot P., Ambanja",1820,2016,"70%","Austria",3.5,"Criollo, Trinitario","Madagascar",3,0
"1769","Zart Pralinen","UNOCACE",1824,2016,"70%","Austria",2.75,"Nacional (Arriba)","Ecuador",4,-1
"1770","Zart Pralinen","San Juan Estate",1824,2016,"85%","Austria",2.75,"Trinitario","Trinidad",0,-1
"1771","Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,"85%","Austria",3,"Criollo, Trinitario","Tanzania",3,1
"1772","Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,"70%","Austria",3.5,"Criollo, Trinitario","Tanzania",2,0
"1773","Zart Pralinen","San Juan Estate, Gran Couva",1880,2016,"78%","Austria",3.5,"Trinitario","Trinidad",5,-1
"1774","Zokoko","Guadalcanal",1716,2016,"78%","Australia",3.75," ","Solomon Islands",5,-1
